date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
1997-09-25,sz.000863,12.2000,13.3000,11.9800,13.1800,5.8000,8903163,113338256.8500,3,76.095410,1,127.241400,0
1997-09-26,sz.000863,13.1000,13.1000,12.2000,12.2200,13.1800,3916100,49581495.4000,3,33.470940,1,-7.283763,0
1997-09-29,sz.000863,11.9000,11.9800,11.0000,11.0800,12.2200,2653059,29954573.6600,3,22.675718,1,-9.328972,0
1997-09-30,sz.000863,10.7900,11.7000,10.6100,11.6100,11.0800,2186017,24516754.0800,3,18.683906,1,4.783391,0
1997-10-06,sz.000863,11.4900,11.5000,10.9000,11.0100,11.6100,1068693,11910515.0000,3,9.134128,1,-5.167954,0
1997-10-07,sz.000863,10.8800,11.0800,10.5500,10.8500,11.0100,617877,6637096.9000,3,5.281000,1,-1.453223,0
1997-10-08,sz.000863,11.1000,11.4000,10.8600,11.1000,10.8500,696906,7718085.5100,3,5.956462,1,2.304147,0
1997-10-09,sz.000863,11.1200,11.1300,10.7800,10.8500,11.1000,598080,6523462.0000,3,5.111795,1,-2.252252,0
1997-10-10,sz.000863,10.7400,11.7000,10.7400,11.2500,10.8500,639095,7165788.4300,3,5.462350,1,3.686632,0
1997-10-13,sz.000863,11.3500,11.5300,11.1800,11.2200,11.2500,538305,6116936.0600,3,4.600897,1,-0.266664,0
1997-10-14,sz.000863,11.0800,11.2800,10.9000,10.9700,11.2200,400250,4395227.0000,3,3.420940,1,-2.228164,0
1997-10-15,sz.000863,11.0500,11.2000,11.0000,11.0600,10.9700,310827,3445160.6900,3,2.656641,1,0.820421,0
1997-10-16,sz.000863,11.2500,12.1500,11.0700,11.8700,11.0600,2112643,24891191.1000,3,18.056778,1,7.323684,0
1997-10-17,sz.000863,11.9200,12.7000,11.8000,12.3700,11.8700,2383100,29538219.5000,3,20.368376,1,4.212300,0
1997-10-20,sz.000863,12.4600,13.6100,12.2200,13.6100,12.3700,3693150,49118818.8500,3,31.565385,1,10.024250,0
1997-10-21,sz.000863,13.9900,14.9700,13.4800,14.9000,13.6100,3253330,46389413.8500,3,27.806239,1,9.478325,0
1997-10-22,sz.000863,14.8000,16.3300,14.4500,14.6200,14.9000,4217782,64475625.7100,3,36.049419,1,-1.879193,0
1997-10-23,sz.000863,14.4000,15.6200,13.8000,15.1000,14.6200,2143689,31735704.2900,3,18.322128,1,3.283177,0
1997-10-24,sz.000863,15.1000,15.1000,14.5000,14.9000,15.1000,1114159,16396010.5800,3,9.522726,1,-1.324508,0
1997-10-27,sz.000863,15.0000,15.0800,14.1000,14.5500,14.9000,1601085,23401672.3600,3,13.684487,1,-2.348989,0
1997-10-28,sz.000863,14.5000,15.6300,14.0100,15.0000,14.5500,1904913,28371971.3000,3,16.281308,1,3.092782,0
1997-10-29,sz.000863,15.2000,15.5000,14.5000,15.4500,15.0000,1900359,28940076.2000,3,16.242385,1,2.999999,0
1997-10-30,sz.000863,15.3500,15.9500,14.9000,14.9400,15.4500,2279436,35213137.9100,3,19.482359,1,-3.300972,0
1997-10-31,sz.000863,14.5000,14.7000,13.6000,14.4900,14.9400,1072698,15339654.3600,3,9.168359,1,-3.012047,0
1997-11-03,sz.000863,14.5000,14.5000,13.9800,14.0400,14.4900,718540,10140175.9000,3,6.141368,1,-3.105589,0
